id,left_id,left_nama,left_alamat,right_id,right_nama,right_alamat,jaccard,label
480,524,hl2t,ploso 1 3g ploso tambaksari,2062,kedai ombe kopi,embong malang 67c kedungdoro tambaksari 60261,0.055555556,0
481,235,brownies,jagir sidoresmo gg 6 76 rt 006 rw 001 jagir wonokromo,1741,fat choi noodle,sulawesi 54 ngagel wonokromo 60281,0.035714286,0
482,513,dapur utie mamik,wonocolo beteng 1 19 b rt rw jemur wonosari wonocolo,2018,zorwid shop cafe,darmo indah barat 2 aa 1 tol gempol karangpoh barat 60186,0.027777778,0
483,1249,kopi kenangan royal plaza surabaya,royal plaza lg ahmad yani 16 18 wonokromo wonokromo 60231,3140,pizza hut restoran royal plaza surabaya,royal plaza lt ground floor ahmad yani 16 18 wonokromo wonokromo 60243,0.456730769,0
484,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,1807,alif nikmat catering service,ngagel madya 8 6 baratajaya gubeng 60284,0.035714286,0
485,244,bu risma,sambikerep indah utara 6 f5 2 sambikerep sambikerep,2312,cafe in,kuwukan 4 18 lontar sambikerep 60216,0.045454545,0
486,624,seblak putri bali,raya sememi komplek smun 12 sememi benowo,2810,hachi hachi bistro,tunjungan plaza 4 jenderal basuki rachmat 8 12 kedungdoro tegalsari city 60261,0.029411765,0
487,1143,sinom jeng sri,kapas baru 3 10 kapas madya baru tambaksari 60137,2446,warung barat,kalasan 30 pacar keling tambaksari 60131,0.041666667,0
488,255,bunda reza,karang empat 12 60 ploso tambaksari,1509,hallo surabaya kartini,r a kartini 12 dr soetomo tegalsari 60264,0.038461538,0
489,997,pastel,gembong rt rw kapasan simokerto,1883,jati rasa gudeg,krukah selatan ixb 19 rw 05 ngagelrejo wonokromo 60245,0.038461538,0
490,1284,two n cookies,juwingan 1 30 kertajaya gubeng,1695,jirou family resto,raya darmo permai 1 2a pradahkalikendal dukuhpakis 60226,0.041666667,0
491,1165,si taraa,raya semolo bahari 21 medokan semampir sukolilo,1548,sureblend cafe resto,raya dukuh kupang barat 105a dukuh kupang dukuhpakis 60225,0.038461538,0
492,801,m88 primarasa nagamas rasakita,pergudangan bumi maspion 4 raya maspion 1 3 romokalisari benowo 60192,1589,rawon pak pangat,lotus regency ketintang baru sel 1 15 ketintang gayungan 60235,0.027777778,0
493,839,double a,lawang sekteng 4 4 rt rw peneleh genteng,1486,sate kelopo ondomohen bu asih surabaya,walikota mustajab 36 rw 05 ketabang genteng 60272,0.076923077,0
494,1223,taichan aican,petemon 1 92 b 60252,3132,pizza hut spicy,gubeng jaya 8 1 7 gubeng gubeng 60281,0.05,0
495,368,dapur rabbany,panjangjiwo 9 5 rt rw panjang jiwo tenggilis mejoyo,2403,bebek serasa pusat,raya dukuh kupang 53 rt 004 rw 08 pakis sawahan 60256,0.055555556,0
496,491,batagor puyuh surabaya,arif rahman hakim 54 keputih sukolilo,2524,warung bu hari,3 sukolilo semolowaru utara 1 6 semolowaru sukolilo 60119,0.041666667,0
497,298,chemilenial,mrutu kalianyar 1 36 wonokusumo semampir rt rw wonokusumo semampir,3048,kopi kenangan stasiun pasar turi,semarang st 1 tembok dukuh bubutan city 60173,0.033333333,0
498,338,dapur ana,gubeng airlangga 4 2 c airlangga gubeng 60282,1655,3m makassar,darmo permai timur 2 40 sonokwijenan sukomanunggal 60189,0.038461538,0
499,26,javanana chips,peneleh 6 57 a peneleh genteng,1499,surabaya special eel,ruko landmark ruko landmark kayoon kayoon 40 embong kaliasin genteng 60271,0.041666667,0
500,1252,starbucks coffee gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,2264,kroesel house of coffee,krukah selatan ngagel jaya selatan 52 ngagelrejo wonokromo 60245,0.083333333,0
501,341,dapur bulin,semampir tengah 3 medokan semampir sukolilo,2320,the library coffee pastries,tower d1 pakuwon indah kav 3 5 babatan wiyung 60126,0.035714286,0
502,1019,plekenut,potroagung wetan 6 rt rw ploso tambaksari,2851,tempat makan enak surabaya www produk club,pqw6 583 pacar keling tambaksari city 60131,0.038461538,0
503,123,campina,rungkut industri 2 15 17 tengilis mejoyo tenggilis mejoyo 60292,2150,nol coffee,flores 15 ngagel wonokromo 60246,0.038461538,0
504,292,cemara kitchen,manukan lor 1 c 2 rt rw manukan kulon tandes,1828,uti mami kitchen,gubeng kertajaya 9 raya d 5 airlangga gubeng 60286,0.125,0
505,1063,rizky kitchen,bratang gede 4 9 rt rw ngagel rejo wonokromo,3058,kopi kenangan spbu pertamina ngagel,ngagel 185 ngagel wonokromo 60246,0.090909091,0
506,1091,sambal pecel s s,kemlaten 9 62 rt 2 rw 6 kebraon karangpilang,2679,pecel pincuk godong jati,pasar dukuh kupang bar 1 dukuh kupang dukuhpakis city 60225,0.083333333,0
507,1264,teman ngupi store,jemur wonosari gg modin 10d jemur wonosari wonocolo 60237,2335,passionne yarn store cafe,graha natura soho 2 ds 01 raya sambikerep lontar sambikerep city 60216,0.083333333,0
508,1421,mixue ice cream tea pakuwon mall,pakuwon trade centre lantai 1 fc 032a mayjend jonosewojo babatan wiyung 60216,1657,yoshinoya,lenmarc mall gf mayjend jonosewojo 9 pradahkalikendal dukuhpakis city 60226,0.05,0
509,170,bakeon,graha family 1 37 60226,2631,warung murah,bratang binangun 1 21 baratajaya gubeng 60283,0.045454545,0
510,257,nasi bakar bu wandi,mulyosari utara 9 18 kalisari mulyorejo,2546,warung cak no lamongan,teluk aru tengah 37 perak utara pabean cantikan 60165,0.035714286,0
511,1400,mixue ice cream tea manukan,manukan tama 1 manukan kulon tandes 60185,3298,mixue margorejo,margorejo indah 8 jemur wonosari wonocolo 60238,0.083333333,0
512,1233,tara auriga,darmo indah timur 5 l 1 tandes tandes,1736,idaman chinese and indonesian restaurant,manyar kertoarjo 5 65 rt 007 rw 11 mojo gubeng 60285,0.029411765,0
513,108,papa bule dan itoya,ketampon ruko permata bintoro 55 58 dr soetomo tegalsari nan,1438,pawon rempah resto,dr ir h soekarno 34 kalijudan mulyorejo 60114,0.029411765,0
514,1230,unak unik,bronggalan sawah 5 baru 2c1 pacarkembang tambaksari,2702,warung bu evi,raya darmo baru barat 29 sonokwijenan sukomanunggal 60189,0.035714286,0
515,968,kunyit asam kdrt kualitas dengan rempah terbaik,pakal madya jaya 5 24 pakal pakal,2830,kopitiam,pelayanan jantung terpadu lobby gedung pusat dharmawangsa 24 airlangga gubeng 60286,0.033333333,0
516,516,dessert lope,baratajaya 4 94 rt02 rw06 rt rw baratajaya gubeng,2227,kampoeng coffee,ronggolawe 4 a rt 002 rw 20 dr soetomo tegalsari 60264,0.09375,0
517,608,janenak,klampis ngasem 95 rt rw klampis ngasem sukolilo,1520,nasi ayam geprek penyetan panggangan sambal cumi,dapuan baru 4 44 rt 005 rw 05 krembangan utara pabean cantikan 60163,0.058823529,0
518,1317,ikan mas putra kencana tetes murni,gunungsari indah aa 10 kedurus karangpilang 60223,1624,djaman doeloe resto bar,pakuwon mall puncak indah raya lontar 2 babatan wiyung 60216,0.03125,0
519,1418,mixue ice cream tea darmo permai,raya darmo permai 1 57a pradahkalikendal dukuhpakis 60226,3231,kuweh surabaya,raya menur 38 airlangga gubeng 60286,0.038461538,0
520,362,dapur medina,pandugo timur 4 h 7 penjaringansari rungkut,1779,althinz catering service,kedung klinter 7 24 rt 006 rw 03 kedungdoro tegalsari 60261,0.029411765,0
521,933,natural java spice,raya bumi maspion 1 kav 5 14 romokalisari benowo 60192,1763,melly catering,kapasan kidul 2 1 simokerto simokerto 60143,0.033333333,0
522,311,citra cake cookies,jojoran baru 3 11 b rt 006 012 mojo gubeng,3226,nita cake cookies,lakarsantri 3 a 5 lakarsantri lakarsantri 60211,0.285714286,0
523,528,i nyong,siwalankerto utara 1 3b siwalankerto wonocolo 60236,2418,warung desa,ubi 6 1 jagir wonokromo 60244,0.045454545,0
524,826,mantab,babatan pilang selatan g 1 4 babatan wiyung,2952,roti o stasiun pasar turi,semarang st 1 gundih bubutan city 60174,0.038461538,0
525,672,kepuh indah,grudo 1 52b dr soetomo tegalsari 60264,1918,r n catering,lakarsantri gg 1 a 35 lakarsantri lakarsantri 60211,0.041666667,0
526,1388,mixue ice cream tea ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,1899,catering harian surabaya murah,royal plaza wonokromo wonokromo 60243,0.055555556,0
527,959,kopi jegeg,babatan pratama b 4 rt rw babatan wiyung,3069,kopi kenangan ciputra world surabaya,ciputra world lg mayjen sungkono 89 gn sari dukuhpakis 60224,0.083333333,0
528,218,blue cookies,menur 3 komplek 1 mojo gubeng,2069,spesial pecel trenggalek,5 margorukun 1 24 gundih pusat 60172,0.041666667,0
529,1278,torta,wonorejo 1 15 wonorejo tegalsari 60261,2018,zorwid shop cafe,darmo indah barat 2 aa 1 tol gempol karangpoh barat 60186,0.035714286,0
530,1011,mbok tini,bua setro 1 25 rt rw bulak bulak,2919,majestyk bakery cake shop surabaya,kapas krampung 93 rw 04 rangkah tambaksari 60135,0.035714286,0
531,840,dr juice,gersikan 11 rt rw 003 005 rt rw ploso tambaksari,2946,rotiboy bg junction,kranggan 4 rt 001 rw 01 bubutan bubutan 60174,0.071428571,0
532,217,bingelicious,klumprik rt 004 rw 002 balas klumprik wiyung 60222,2117,glã¼ck kaffee bã ckerei,pakis tirtosari 885 rt 002 rw 10 pakis sawahan 60256,0.107142857,0
533,447,fabian plus,babadan 1 3 1 gundih bubutan,2454,lontong balap rajawali pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.076923077,0
534,77,triger,mutiara margomulyo permai b 14 kyai tambak deres 35a 41a nan,1841,deli catering,galaxi bumi permai semolowaru sukolilo 60119,0.03125,0
535,873,glodak,karah vb 11 karah jambangan,2614,warung pojok,jambangan 3 42 jambangan jambangan 60232,0.071428571,0
536,636,sigquel keripik kulit kebab criukz,putat jaya lebar b 29 putat jaya sawahan,2577,warung stmj,pq45 h4q ngagel jaya selatan st baratajaya gubeng city 60283,0.033333333,0
537,369,dapur rutia,simo pomahan 5 s 20 simomulyo baru sukomanunggal,3226,nita cake cookies,lakarsantri 3 a 5 lakarsantri lakarsantri 60211,0.041666667,0
538,1007,pawon omah,menanggal indah 8 33 dukuh menanggal gayungsari,3315,mixue kupang jaya,kupang jaya 1 33 sonokwijenan sukomanunggal 60189,0.041666667,0
539,1037,puding dapur diana,kertajaya 8 a 33 rt rw kertajaya gubeng,2486,gado gado warung hijau,ngagel jaya utara 38 rt 004 rw 03 pucang sewu gubeng 60283,0.09375,0
540,1121,segodhong jati,golf 8 59 gunung sari ujung semampir,1581,weby resto,villa taman telaga tj 8 10 lidah kulon lakarsantri 60213,0.03125,0
541,1222,tahu nigarin,medokan ayu ma 3 h 18 medokan ayu rungkut 60295,2635,warung barokah,ketintang baru sel 1 3 ketintang 60235,0.038461538,0
542,1362,cfc grand city mall surabaya,grand city ketabang genteng 60272,2411,gado gado arjuna pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya jepara bubutan 60172,0.055555556,0
543,1193,sri lestari,medokan semampir indah 11 4 medokan semampir sukolilo,2837,kimchi go,level 5 tunjungan plaza 4 basuki rahmat 8 12 kedungdoro tegalsari city 60261,0.027777778,0
544,1171,soeka roti,medokan asri barat 7 ma 1l 33 medokan ayu rungkut 60295,2713,warung bu agoes e,raya darmo baru barat 56 sonokwijenan sukomanunggal 60226,0.029411765,0
545,84,abiiby fppd and drink,kedinding lor gang sedap malam 19 tanah kali kedinding kenjeran,2433,warung barokah,genteng kali alun alun contong bubutan 60173,0.035714286,0
546,329,dapoer asheeqa,simo gunung barat 3a 2 simomulyo sukomanunggal,2469,warung enggal,komplek auri raya simo gunung 18 putat jaya sawahan city 60281,0.0625,0
547,180,abon ikan lele songo loro,petemon timur buntu a 26 kupang krajan sawahan,2403,bebek serasa pusat,raya dukuh kupang 53 rt 004 rw 08 pakis sawahan 60256,0.058823529,0
548,1135,pawon geol,medokan semampir j 2 medokan semampir sukolilo,1427,warung aa 354,semampir tengah medokan semampir sukolilo 60119,0.214285714,0
549,455,makku,sidomulyo 4 c 6 sisotopo wetan kenjeran 60128,3259,pabrik pizza kebab surabaya,gg lamtana 21 tanah kali kedinding kenjeran 60129,0.033333333,0
550,972,omaetee,semolowaru elok k 34 semolowaru sukolilo 60119,2378,warung makan,pumpungan 3 53 rw 02 menur pumpungan sukolilo 60118,0.038461538,0
551,1231,uncle ben s kitchen,kalibokor 3 28 rt rw pucang sewu gubeng,2240,cafe mbah til,pqj3 f8h gubeng klingsingan gubeng gubeng 60281,0.041666667,0
552,655,kauman jaya,tenggilis kauman gg buntu 10 tenggilis mejoyo tenggilis mejoyo 60255,2200,gold dust coffee,tenggilis mejoyo blk an 28c kali rungkut rungkut 60292,0.076923077,0
553,417,double a,lawang seketeng 4 4 peneleh genteng,1496,warung now,jimerto 2 12 ketabang genteng 60272,0.05,0
554,1310,warung bu yudi,taman citra 11 51a bangkingan lakarsantri,2601,warung pecel,tenggilis lama 2 47 tenggilis mejoyo tenggilis mejoyo 60292,0.125,0
555,1362,cfc grand city mall surabaya,grand city ketabang genteng 60272,1709,bebek semangat,kusuma bangsa 31 ketabang genteng 60272,0.1875,0
556,1228,ud mustika permata intan fortuna,teluk aru utara 56 rt rw perak utara pabean cantian,2074,kolonial kopi,penataran 5a rt 005 rw 11 pacar keling tambaksari 60131,0.058823529,0
557,847,mekar jaya,rungkut asri utara 9 30 kalirungkut rungkut 60293,3300,mixue ice cream tea tenggilis,raya tenggilis mejoyo 4 kali rungkut rungkut city 60293,0.076923077,0
558,656,kaylanissa,nginden 2 110 rt rw nginden jangkungan sukolilo,2951,roti o siwalankerto,siwalankerto utara 2 129 siwalankerto wonocolo 60236,0.041666667,0
559,736,bu sam,semampir barat 6 33 medokan semampir sukolilo,2366,foremore resto cafe,dr ir h soekarno 256 medokan semampir sukolilo 60119,0.125,0
560,1096,mor kopi surabaya,ploso rt rw ploso tambaksari,3062,kopi kenangan dharmahusada,dharmahusada 72 58 mojo gubeng 60285,0.1,0
561,746,kraz kruz,simpang darmo permai selatan 1 21 60226,2570,toef coffee,selatan 8 p tambaksari tambaksari tambaksari 60136,0.045454545,0
562,157,es puter durian runtoh,demak jaya 2 70 rt rw tembok dukuh bubutan,2411,gado gado arjuna pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya jepara bubutan 60172,0.027777778,0
563,1377,majestyk kapas krampung,kapas krampung 93 rw 04 rangkah tambaksari 60135,1878,catering ani,ploso timur 8 17b ploso tambaksari 60133,0.038461538,0
564,518,flamboyan,undaan kulon 57 59 peneleh genteng,2412,warung tenda biru,59 sebelah tunjungan plaza kaliasin pompa kedungdoro pusat 60261,0.035714286,0
565,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,1945,ardiah catering,barata jaya 2 51 rt 001 rw 04 baratajaya gubeng 60284,0.027777778,0
566,274,campina,rungkut industri 2 15 tenggilis mejoyo tenggilis mejoyo 60292,3180,ayamnelongso,raya menganti 2 wiyung wiyung 60227,0.045454545,0
567,742,cece mboizz,gubeng kertajaya 7b 10 airlangga gubeng,3054,kopi kenangan royal residence square,royal residence sumur welut 02 10 babatan lakarsantri 60215,0.038461538,0
568,1059,richwell,raya darmo permai 3 ruko pasar modern 20 sono kwijenan sukomanunggal 60189,2663,warung sumber rejeki rawon bu sri,raya kupang baru 5 sonokwijenan sukomanunggal 60189,0.09375,0
569,50,rafandra kitchen,bulak kenjeran 1 2 kenjeran bulak,2689,warung soto ayam surabaya,simo pomahan simo gn barat 1 38 simomulyo sukomanunggal 60281,0.041666667,0
570,1137,pawon mbak ning,tembok dukuh 10 36 b rt rw tembok dukuh bubutan,1587,akam restoran,dukuh kupang tim 9 64 66 pakis sawahan 60256,0.03125,0
571,677,viral,pesapen gang 3 27 rt rw sumurwelut lakarsantri,2430,warung bu siswo,pucang jajar tengah 65 rt 003 rw 01 kertajaya gubeng 60282,0.058823529,0
572,674,ud pangan utama,plemahan 7 20 a kedungdoro tegalsari rt rw kedungdoro tegalsari,2744,warteg bu erni,arief rahman hakim 8 a keputih sukolilo 60111,0.033333333,0
573,158,gelato di lenno,kedung asem gg 10 5 rt 04 rw 02 kedung baruk rungkut 60293,3053,kopi kenangan shell kedung cowek surabaya,kedung cowek 340 tanah kali kedinding kenjeran 60129,0.026315789,0
574,513,dapur utie mamik,wonocolo beteng 1 19 b rt rw jemur wonosari wonocolo,1486,sate kelopo ondomohen bu asih surabaya,walikota mustajab 36 rw 05 ketabang genteng 60272,0.03125,0
575,777,dapur mimi,simomagerejo 12 22a simomulyo sukomanunggal,1679,kapin restaurant,raya kupang baru 12 sonokwijenan sukomanunggal 60189,0.1,0
576,676,vanila katering,simorejo sari b 7 27a simomulyo baru sukomanunggal 60181,2876,sri sultan surabaya masakan khas nusantara,raya satelit utara kn 1 tanjungsari sukomanunggal 60187,0.03125,0
577,1204,susu kurma kinkenz,bratang gede 6 f 53 ngagel rejo wonokromo,2251,tellu kopi,ngagel jaya tengah 65a baratajaya gubeng 60283,0.035714286,0
578,1044,rahma s kitchen,sri ikana 158 airlangga gubeng,2051,happynests cafe,jawa 18 rt 000 rw 00 gubeng gubeng 60281,0.041666667,0
579,195,bebek goreng dan ayam kampung 55 surabaya,bendul merisi besar timur 1 a bendul merisi wonocolo 60239,2731,warung nasi 32,nginden baru 1 1 nginden jangkungan sukolilo 60118,0.038461538,0
580,1391,mixue ice cream tea kupang jaya,kupang jaya 1 33 sonokwijenan sukomanunggal 60189,1663,dong bei yi jia ren,raya kupang indah 45a sonokwijenan sukomanunggal 60225,0.136363636,0
581,789,lidya s cake,kertajaya 222 kertajaya gubeng,3076,kopi kenangan ruko ngagel,ruko ngagel tim ngagel jaya selatan 4 baratajaya gubeng 60284,0.045454545,0
582,755,krupuk ikan tengiri,balongsari praja 4 2 balongsari tandes 60186,1490,noach cafe and bistro,pregolan 4 tegalsari tegalsari 60262,0.055555556,0
583,673,trotik,setro baru utara 7 28 dukuh setro tambaksari,2040,soerabaja cafã,parking lot gubeng masjid pacar keling tambaksari city 60131,0.033333333,0
584,716,alghani syirup ghiuh,ploso 4 23b ploso tambaksari,2256,kedaiku k 210,karanggayam sel 2 pacar keling tambaksari 60131,0.05,0
585,1106,santri,randu agung 1 67 sidotopo wetan kenjeran 60108,2895,rumah makan baliwerti,kalisari utara 1 27 kalisari mulyorejo 60112,0.038461538,0
586,9,bilgharo kitchen salad,gembili 2 23 jagir wonokromo,1614,ria indonesian bistro,adityawarman 55 sawunggaling wonokromo 60242,0.055555556,0
587,1323,ynr seketeng,lawang seketeng 4 16 peneleh genteng,2838,kfc,food galery pemuda 27 31 embong kaliasin genteng 60271,0.035714286,0
588,662,kedai kue putri ageng,pulo wonokromo 289 wonokromo wonokromo wonokromo,3151,yoshinoya royal plaza,royal plaza lt g a1 18 ahmad yani 18 wonokromo city 60243,0.038461538,0
589,1029,minuman segar nom nom,taman mulyosari utara 33 rt rw kalisari mulyorejo,2860,mie mami mie ayam,dukuh kupang utara 1 2 putat jaya sawahan 60255,0.03125,0
590,667,kelapa hijau,kedung baruk graha santoso aa2 9 wonorejo rungkut,1944,catering arsyla,simo rejo 9 41 simomulyo sukomanunggal 60181,0.035714286,0
591,176,mbok tini,bua setro 1 25 rt rw bulak bulak,1763,melly catering,kapasan kidul 2 1 simokerto simokerto 60143,0.041666667,0
592,137,arezty kitchen,bulak rukem timur 2b 38 bulak bulak,1521,lontong balap rajawali,krembangan timur 32c krembangan sel krembangan 60175,0.055555556,0
593,1355,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,2997,q bubble tea,royal plaza lantai 3 mo 2 09 achmad yani wonokromo wonokromo 60231,0.083333333,0
594,98,soerya 99,gubeng kertajaya 15 bt n0 24 nan,2607,warung nasi kuning,mojo klanggru 155 d mojo gubeng 60285,0.041666667,0
595,1121,segodhong jati,golf 8 59 gunung sari ujung semampir,1947,ihwa catering,granada pf 8 21 lontar sambikerep 60216,0.038461538,0
596,941,nimels kitchen,setro baru 8 dukuh setro tambaksari,1601,ayam bakar prima rasa,raya kupang indah 1a dukuh kupang dukuhpakis 60225,0.045454545,0
597,1412,mixue ice cream tea darmo indah,darmo indah timur eu 7 tandes 60187,2249,upper room cafe resto,nginden intan selatan c7 raya nginden jangkungan 7 ngenden jangkungan sukolilo city 60118,0.029411765,0
598,1250,starbucks coffee kenjeran surabaya,kalijudan mulyorejo 60114,2137,tropikal coffee,keputih tegal timur keputih sukolilo 60111,0.1,0
599,1122,semu,taman puspa raya b 5 10 citraland sambikerep sambikerep 60217,1758,wir s cakes catering,dukuh kupang timur 15 57 b pakis sawahan 60256,0.029411765,0
600,700,sedaap,gedung ekonomi embong malang 61 65 61151,2085,pusat jajanan rakyat murah,pppx 263 embong kaliasin genteng city 60271,0.038461538,0
601,210,berlian abadi,kalijudan madya 4 10 60114,3208,barokah puding suroboyoo,kr klumprik slt 8 4 balas klumprik wiyung 60222,0.041666667,0
602,367,dapur podomoro,simo rukun 7 6a simomulyo sukomanunggal,3136,pizza hut restoran,raya kupang indah 47 49 sonokwijenan sukomanunggal 60225,0.038461538,0
603,888,mixfree,wiguna tengah 9 6 rt rw gunung anyar tambak gunung anyar,2041,coffee places,kebalen kulon 2 11 rt 002 rw 06 krembangan utara pabean cantikan 60163,0.05,0
604,53,salad buah azzalya,kedung tarukan baru 1 14 a mojo gubeng,2434,warung sri w,gubeng masjid 6 39 pacar keling tambaksari 60164,0.033333333,0
605,986,lulin s lemon,klampis semolo tengah 1 22a semolowaru sukolilo 60119,2220,mokhabika coffee,ngagel jaya selatan ruko rmi semolowaru elok l 1 baratajaya gubeng 60284,0.055555556,0
606,839,double a,lawang sekteng 4 4 rt rw peneleh genteng,2083,zangrandi ice cream,yos sudarso 15 embong kaliasin genteng 60271,0.038461538,0
607,545,kacang madura asli,keputih tegal timur 95 keputih sukolilo,1711,warung manyar,raya manyar 17 b menur pumpungan sukolilo 60118,0.041666667,0
608,450,farhan bakery,dinoyo alun alun 2 24 keputran tegalsari,1490,noach cafe and bistro,pregolan 4 tegalsari tegalsari 60262,0.055555556,0
609,101,xo suki,plaza tunjungan 4 lg 8 10 embong malang 7 21 nan,2236,toeff cofee,tambaksari 8 a rt 006 rw 06 tambaksari tambaksari 60136,0.027777778,0
610,1089,sambal pecel ndeso bunda nanik,pondok maritim indah ak 22 balas klumprik wiyung,3009,chatime supermall pakuwon,inside ace hardware puncak indah raya lontar 2 babatan wiyung 60227,0.058823529,0
611,222,boekna,ketintang permai ac 1 karah jambangan,2999,chatime riders,unit lt1 ahmad yani 88 ketintang gayungan 60231,0.038461538,0
612,1005,master mix,gold wings bratang gede 6 g 6 ngagel rejo wonokromo,2763,warung nasi bu yahmi,tambak rejo 23 a tambakrejo simokerto 60142,0.033333333,0
613,372,dapur vaw,dupak baru 25 rt 09 rw 05 rt rw jepara bubutan,1570,ama taiwan cuisine,raya graha famili barat 25 pradahkalikendal dukuhpakis 60226,0.03125,0
614,219,bm chicken,dk kaliwaru t 4 17c kalirungkut rungkut 60293,3239,iffoods kebab burger,wonorejo indah tim 7 68 wonorejo rungkut 60296,0.035714286,0
615,513,dapur utie mamik,wonocolo beteng 1 19 b rt rw jemur wonosari wonocolo,1927,faria catering,koblen tengah 20 a rw 05 bubutan bubutan 60174,0.03125,0
616,619,roso omahan,genteng sidomukti 68 rt rw genteng genteng,1470,waroeng iboe,kaca piring 22 ketabang genteng 60272,0.05,0
617,1168,sinom putri tunggal,tengger rejo mulyo 1 10b rt 004 rw 002 kandangan benowo,2425,warung tretes,ketintang madya 74 rt 003 rw 04 ketintang gayungan 60231,0.055555556,0
618,582,imma kitchen,putat jaya c timur 5 28 rt rw putat jaya sawahan,1450,rujak cingur dan sop buntut genteng durasim,genteng durasim 29 rt 001 rw 05 genteng genteng 60275,0.066666667,0
619,1210,surabaya patata lapis malang,raya dharmahusada 187 rt 001 rw 004 mojo gubeng 60285,2194,lota clubhouse surabaya,kalimantan 20 gubeng gubeng 60281,0.121794872,0
