left_id;Merek Dagang;Alamat Pu;No Daftar;Tgl Daftar;No Sert;Tgl Sert;Tgl Valid;right_id;Name;Address;Website;Plus_Code;Rating;Reviews;URL;jaccard;label
1365;wingstop intiland surabaya;lidah wetan lakarsantri bukit darmo boulevard 22 babatan wiyung 60225;;;;;7 January, 2022, 00:00;1575;wingstop;lidah wetan lakarsantri bukit darmo boulevard 22 babatan wiyung 60225;https://wingstop.co.id/;PM3G+RC Babatan, Surabaya City, East Java;4.4;726;https://www.google.com/maps/place/Wingstop/@-7.29547,112.6410058,14z/data=!4m11!1m3!2m2!1srestoran+di+surabaya+selatan!6e5!3m6!1s0x2dd7fc492eacc891:0x2d2a0f438081c099!8m2!3d-7.2954208!4d112.6760272!15sChxyZXN0b3JhbiBkaSBzdXJhYmF5YSBzZWxhdGFuWh4iHHJlc3RvcmFuIGRpIHN1cmFiYXlhIHNlbGF0YW6SARhjaGlja2VuX3dpbmdzX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkRNVTltWmpGUlJSQULgAQA!16s%2Fg%2F11c531711h?hl=en;0.666666667;1
425;d toekoe;semampir selatan 1 b 19 a medokan semampir sukolilo 60119;35-1-0621-1118;21 June, 2021, 00:00;ID35110000172500621;20 September, 2021, 00:00;20 September, 2025, 00:00;3221;d toekoe;semampir sel ib 19a medokan semampir sukolilo 60119;;MQRH+C2 Medokan Semampir, Surabaya City, East Java;5;8;https://www.google.com/maps/place/D'toekoe/@-7.3089909,112.7775181,17z/data=!4m6!3m5!1s0x2dd7fb04e59759a7:0x369e89fed4e2dbef!8m2!3d-7.3089909!4d112.7775181!16s%2Fg%2F11jdm9dzzx?hl=en;0.666666667;1
1349;solaria plaza surabaya;plaza solaria delta pemuda embong kaliasin genteng 60271;;;;;10 November, 2022, 00:00;2904;solaria;plaza solaria delta pemuda embong kaliasin genteng 60271;;PPMX+W9 Embong Kaliasin, Surabaya City, East Java;4.2;363;https://www.google.com/maps/place/Solaria/@-7.2786144,112.673376,13z/data=!4m11!1m3!2m2!1stempat+makan+di+surabaya+timur!6e5!3m6!1s0x2dd7f9625e7d629b:0x8e30a74209560536!8m2!3d-7.2652195!4d112.7484376!15sCh50ZW1wYXQgbWFrYW4gZGkgc3VyYWJheWEgdGltdXJaICIedGVtcGF0IG1ha2FuIGRpIHN1cmFiYXlhIHRpbXVykgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRdGEyVjZWamRCUlJBQuABAA!16s%2Fg%2F11c0rn_m7m?hl=en;0.666666667;1
1183;slash coffee company;keputih gg 3 b 82 sukolilo keputih sukolilo;SH2022-1-046307;10 September, 2022, 00:00;ID35110001137250922;29 December, 2022, 00:00;29 December, 2026, 00:00;3250;slash coffee company;keputih makam a 3 keputih sukolilo 60111;;PQ5W+MX Keputih, Surabaya City, East Java;;;https://www.google.com/maps/place/SLASH+COFFEE+COMPANY/@-7.2908062,112.7886575,15z/data=!4m6!3m5!1s0x2dd7fb6ce0da0b2d:0x2be9542364f27e69!8m2!3d-7.2908276!4d112.7973908!16s%2Fg%2F11rg0hcjqz?hl=en;0.666666667;1
1246;chatime ciputra world;pasar wonokitri lantai lg 45 ciputra world mayjen sungkono gn sari dukuhpakis 60224;;;;;10 March, 2022, 00:00;3018;chatime;pasar wonokitri lantai lg 45 ciputra world mayjen sungkono gn sari dukuhpakis 60224;;PP49+VJ Gunung Sari, Surabaya City, East Java;4.2;87;https://www.google.com/maps/place/Chatime/@-7.2882631,112.7059658,13z/data=!4m10!1m2!2m1!1schatime+surabaya!3m6!1s0x2dd7fbfdf5567871:0xe69177d971a83111!8m2!3d-7.292754!4d112.719097!15sChBjaGF0aW1lIHN1cmFiYXlhIgOIAQFaEiIQY2hhdGltZSBzdXJhYmF5YZIBEGJ1YmJsZV90ZWFfc3RvcmXgAQA!16s%2Fg%2F1pzstq91x?hl=en;0.666666667;1
1124;serabi nyototenan;wisma tengger 5 17 kandangan benowo 60199;SH2021-1-006362;23 September, 2021, 00:00;ID35110000193320921;14 December, 2021, 00:00;14 December, 2025, 00:00;3229;serabi solo nyototenan â œny yuliantiâ;wisma tengger 5 17 kandangan benowo 60199;;PMR5+V2 Kandangan, Surabaya City, East Java;4.4;20;https://www.google.com/maps/place/Serabi+Solo+Nyototenan+%E2%80%9CNy.+Yulianti%E2%80%9D/@-7.2577612,112.6575691,17z/data=!4m6!3m5!1s0x2dd7fe65b93e4edf:0x11b04eadd7ba6d91!8m2!3d-7.2577612!4d112.6575691!16s%2Fg%2F11bc7tztnc?hl=en;0.666666667;1
1344;ayam nelongso wiyung;raya wiyung ruko babatan pratama a2 babatan wiyung 60227;;;;;6 January, 2023, 00:00;3186;nelongso fried chicken wiyung branch;raya wiyung ruko babatan pratama a2 babatan wiyung 60227;;MMQP+7Q Babatan, Surabaya City, East Java;4;1,255;https://www.google.com/maps/place/Nelongso+Fried+Chicken,+Wiyung+Branch/@-7.2818333,112.645429,13z/data=!4m10!1m2!2m1!1sayam+nelongso+surabaya!3m6!1s0x2dd7fdcee01fbb3f:0xc9a728bb86f4813a!8m2!3d-7.3117739!4d112.6869018!15sChZheWFtIG5lbG9uZ3NvIHN1cmFiYXlhIgOIAQFaGCIWYXlhbSBuZWxvbmdzbyBzdXJhYmF5YZIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkhOR0ZUVmtSbkVBReABAA!16s%2Fg%2F11h6dkx13h?hl=en;0.666666667;1
632;jooy catering bangkit numa;gayungan ib 24 gayungan gayungan 60235;SH2021-1-015884;26 November, 2021, 00:00;ID35110000398041121;8 March, 2022, 00:00;8 March, 2026, 00:00;3237;jooy catering oleh bangkit numa;gayungan 1b 24 menanggal gayungan 60235;;MP6G+HC Menanggal, Surabaya City, East Java;5;14;https://www.google.com/maps/place/JOOY+CATERING+oleh+Bangkit+numa/@-7.3385827,112.7239023,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb36c0f6f16b:0x1ec0e510ce5662ca!8m2!3d-7.338588!4d112.726091!16s%2Fg%2F11fjs946wc?hl=en;0.65;1
66;ayam bakar pak d;kebonsari 25 kebonsari jambangan 60232;35-2-0821-1030;19 August, 2021, 00:00;ID35210000101960821;7 September, 2021, 11:09;7 September, 2025, 11:09;3270;ayam bakar pak d jambangan;raya kebonsari 25f kebonsari jambangan 60232;http://ayambakarpakde.com/;MPF6+38 Kebonsari, Surabaya City, East Java;4.1;724;https://www.google.com/maps/place/Ayam+Bakar+Pak+D+Jambangan/@-7.3273198,112.7063161,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd3a304ddd5d:0x4c191ee06ef0bb9f!8m2!3d-7.3273251!4d112.7108008!16s%2Fg%2F11ddzsf3f7?hl=en;0.65;1
1350;solaria royal plaza surabaya;royal plaza solaria ahmad yani ketintang gayungan 60231;;;;;10 November, 2022, 00:00;2868;solaria;royal plaza solaria ahmad yani ketintang gayungan 60231;;MPRM+QX Ketintang, Surabaya City, East Java;4.4;1632;https://www.google.com/maps/place/Solaria/@-7.2683968,112.5258734,12z/data=!4m11!1m3!2m2!1stempat+makan+di+surabaya+utara!6e5!3m6!1s0x2dd7fb75beafbd11:0x72a4936071002ccf!8m2!3d-7.3080545!4d112.7348834!15sCh50ZW1wYXQgbWFrYW4gZGkgc3VyYWJheWEgdXRhcmFaICIedGVtcGF0IG1ha2FuIGRpIHN1cmFiYXlhIHV0YXJhkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSVGFXUkVVVkJCRUFF4AEA!16s%2Fg%2F1pztxpvbl?hl=en;0.625;1
1351;solaria grand city surabaya;grand city mall kusuma bangsa ketabang genteng 60272;;;;;10 November, 2022, 00:00;3175;solaria;grand city mall kusuma bangsa ketabang genteng 60272;;;4.4;217;https://www.google.com/maps/place/Solaria/@-7.2652195,112.6783998,13z/data=!3m1!5s0x2dd7f960abfb9c05:0x6a010471b8dd5963!4m10!1m2!2m1!1ssolaria+surabaya!3m6!1s0x2dd7f963569ad617:0xb5b98ebb00143337!8m2!3d-7.2613665!4d112.7502823!15sChBzb2xhcmlhIHN1cmFiYXlhIgOIAQFaEiIQc29sYXJpYSBzdXJhYmF5YZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11b6sx33km?hl=en;0.625;1
1250;starbucks coffee kenjeran surabaya;kalijudan mulyorejo 60114;;;;;2 March, 2023, 00:00;2969;starbucks kenjeran;kalijudan mulyorejo city 60114;http://www.starbucks.com/;PQXR+75 Kalijudan, Surabaya City, East Java;4.6;635;https://www.google.com/maps/place/Starbucks+Kenjeran/@-7.2617157,112.6131754,12z/data=!4m10!1m2!2m1!1sstarbucks+surabaya!3m6!1s0x2dd7f9308d849629:0xb66a4bf5bbbac893!8m2!3d-7.251869!4d112.7904289!15sChJzdGFyYnVja3Mgc3VyYWJheWEiA4gBAVoUIhJzdGFyYnVja3Mgc3VyYWJheWGSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11j9cfzq4k?hl=en;0.625;1
434;elmara;gayungan 1b 7 gayungan gayungan 60235;SH2021-1-016036;27 November, 2021, 00:00;ID35110000430341121;22 February, 2022, 00:00;22 February, 2026, 00:00;3245;elmara catering ibu lusi;gayungan 1b 7 gayungan gayungan 60235;;MP6G+MF Gayungan, Surabaya City, East Java;4.7;9;https://www.google.com/maps/place/ElmarA+Catering+Ibu+Lusi/@-7.3383336,112.7174237,15z/data=!4m6!3m5!1s0x2dd7fbb9ac9c0011:0xb442da9b9de3416f!8m2!3d-7.338355!4d112.726157!16s%2Fg%2F11f62ttl2l?hl=en;0.625;1
1384;mixue ice cream tea mulyosari;raya mulyosari 110 kalisari mulyorejo nan;;;ID00410001326911122;;;3322;mixue mulyosari;raya mulyosari 110 kalisari mulyorejo;;PQPW+H5 Kalisari, Surabaya City, East Java;4.5;255;https://www.google.com/maps/place/Mixue+-+Mulyosari/@-7.2732674,112.6753936,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9fece4fbe7f:0xbdd499faa5fa5994!8m2!3d-7.2635713!4d112.7954703!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11rtvtl6d9?hl=en;0.616666667;1
1382;mixue ice cream tea gwalk;ruko taman gapura komp d 16 lakarsantri niaga gapura lontar sambikerep 60271;;;ID00410001326911122;;;3324;mixue gwalk;ruko taman gapura komp d 16 lakarsantri niaga gapura lontar sambikerep 60217;https://linktr.ee/mixuegwalk;;4.6;426;https://www.google.com/maps/place/Mixue+-+Gwalk/@-7.255956,112.6491142,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fdcf32376dcf:0xf1aa42447f0c7c32!8m2!3d-7.2866504!4d112.6556922!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11sgy3j18p?hl=en;0.616666667;1
190;barokah puding suroboyoo;pondok maritim indah blk am 04 rt rw balas klumprik wiyung;SH2022-1-094121;5 November, 2022, 00:00;ID35110001013201122;20 December, 2022, 00:00;;3208;barokah puding suroboyoo;kr klumprik slt 8 4 balas klumprik wiyung 60222;;MMCP+VC Balas Klumprik, Surabaya City, East Java;5;3;https://www.google.com/maps/place/Barokah+Puding+Suroboyoo/@-7.3278627,112.683912,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7e5f5b0f0d325:0xbf9876a3e661dd69!8m2!3d-7.327868!4d112.6861007!16s%2Fg%2F11rg3lrmkq?hl=en;0.59375;1
316;cookies box;h r muhammad 73b 60226;35-2-0221-1027;4 February, 2021, 00:00;ID35210000207900221;18 January, 2022, 00:00;18 January, 2026, 00:00;3223;cookies box;mayjen hr muhammad 73b putat gede sukomanunggal 60189;http://cookiesbox.com/;PM8Q+HF Putat Gede, Surabaya City, East Java;4.6;69;https://www.google.com/maps/place/Cookies+Box/@-7.2835232,112.6886803,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fc3db5e3e4e7:0x6e6de5d5c4ce276d!8m2!3d-7.2835232!4d112.6886803!16s%2Fg%2F1hc87kctq?hl=en;0.590909091;1
378;catering aqiqah mandiri;masjid al akbar utara 3 pagesangan jambangan 60233;35-2-1220-1052;28 December, 2020, 00:00;ID35220000080701220;16 March, 2021, 00:00;16 March, 2025, 00:00;3248;aqiqah surabaya aqiqoh mandiri;masjid al akbar utara 3 pagesangan jambangan 60232;http://www.aqiqohmandiri.com/;MP78+X8 Pagesangan, Surabaya City, East Java;4.7;69;https://www.google.com/maps/place/Aqiqah+Surabaya+%7C+Aqiqoh+Mandiri/@-7.3356173,112.7021876,15z/data=!4m10!1m2!2m1!1sCatering+Aqiqah+Mandiri!3m6!1s0x2dd7fc9ce4a4bce7:0xae6640ece0faf16c!8m2!3d-7.3350602!4d112.715802!15sChdDYXRlcmluZyBBcWlxYWggTWFuZGlyaSIDiAEBWhkiF2NhdGVyaW5nIGFxaXFhaCBtYW5kaXJpkgEQY2F0ZXJpbmdfc2VydmljZeABAA!16s%2Fg%2F1jkyvjsxj?hl=en;0.588888889;1
1370;roti o stasiun gubeng sby;gubeng masjid 35 pacar keling tambaksari 60131;;;;;6 October, 2022, 00:00;2954;bread o;gubeng masjid 35 pacar keling tambaksari 60131;http://www.aqiqohmandiri.com/;MP78+X8 Pagesangan, Surabaya City, East Java;4.7;69;https://www.google.com/maps/place/Aqiqah+Surabaya+%7C+Aqiqoh+Mandiri/@-7.3356173,112.7021876,15z/data=!4m10!1m2!2m1!1sCatering+Aqiqah+Mandiri!3m6!1s0x2dd7fc9ce4a4bce7:0xae6640ece0faf16c!8m2!3d-7.3350602!4d112.715802!15sChdDYXRlcmluZyBBcWlxYWggTWFuZGlyaSIDiAEBWhkiF2NhdGVyaW5nIGFxaXFhaCBtYW5kaXJpkgEQY2F0ZXJpbmdfc2VydmljZeABAA!16s%2Fg%2F1jkyvjsxj?hl=en;0.583333333;1
229;bon bon;penjaringansari ps 1 a 22 penjaringansari rungkut 60297;SH2022-1-015979;17 June, 2022, 00:00;ID35110000329290622;9 August, 2022, 00:00;9 August, 2026, 00:00;3207;bon bon;penjaringan asri 14 10 penjaringan sari rungkut 60297;;MQFP+Q9 Penjaringan Sari, Surabaya City, East Java;4.5;4;https://www.google.com/maps/place/Bon+Bon/@-7.3255182,112.7815112,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb2ff584ad6d:0x21c95e64384c263d!8m2!3d-7.3255235!4d112.7859959!16s%2Fg%2F11k6l1t1v_?hl=en;0.583333333;1
1376;gokana ramen teppan tunjungan plasa 6;embong malang genteng genteng 60261;;;;;;2925;gokana ramen teppan;pppq w8h embong malang genteng genteng 60261;https://www.champ-group.com/gokana-ramen-teppan/;;4;13;https://www.google.com/maps/place/Gokana+Ramen+%26+Teppan/@-7.2890302,112.5883865,12z/data=!4m10!1m2!2m1!1sgokana+surabaya!3m6!1s0x2dd7f9675f5ab6c7:0x343a520a9f8863a3!8m2!3d-7.2626968!4d112.7383558!15sCg9nb2thbmEgc3VyYWJheWFaESIPZ29rYW5hIHN1cmFiYXlhkgEQcmFtZW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11gbl4b3yk?hl=en;0.583333333;1
1352;yoshinoya lenmarc mall surabaya;lenmarc mall gf mayjend jonosewojo 9 pradahkalikendal dukuhpakis 60226;;;;;7/21/2022 0:00;1657;yoshinoya;lenmarc mall gf mayjend jonosewojo 9 pradahkalikendal dukuhpakis city 60226;http://www.yoshinoyaamerica.com/;PM7J+RF Pradahkalikendal, Surabaya City, East Java;4.1;656;https://www.google.com/maps/place/Yoshinoya/@-7.293172,112.686164,14z/data=!4m11!1m3!2m2!1srestoran+di+surabaya+barat!6e5!3m6!1s0x2dd7fc1532b3cf8b:0x4ee01b7741015125!8m2!3d-7.2854135!4d112.6811288!15sChpyZXN0b3JhbiBkaSBzdXJhYmF5YSBiYXJhdFocIhpyZXN0b3JhbiBkaSBzdXJhYmF5YSBiYXJhdJIBFGZhc3RfZm9vZF9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJUTjNFMlNqZFJSUkFC4AEA!16s%2Fg%2F11cjnnp9t3?hl=en;0.575;1
80;180 cake dessert;semampir barat 5 17b medokan semampir sukolilo 60119;SH2021-1-014542;11 November, 2021, 00:00;ID35110000397721121;8 February, 2022, 00:00;8 February, 2026, 00:00;3268;180â c cake dessert;raya semampir barat 17b medokan semampir sukolilo 60119;https://180cake-dessert.business.site/?utm_source=gmb&utm_medium=referral;MQRG+PV Medokan Semampir, Surabaya City, East Java;5;32;https://www.google.com/maps/place/180%C2%B0C+Cake+%26+Dessert/@-7.2882923,112.7297022,13z/data=!4m10!1m2!2m1!1s180%C2%B0+Cake+%26+Dessert!3m6!1s0x2dd7fbf3f012af59:0x4767018d2a92eb49!8m2!3d-7.308152!4d112.7771479!15sChQxODDCsCBDYWtlICYgRGVzc2VydFoUIhIxODAgY2FrZSAmIGRlc3NlcnSSAQljYWtlX3Nob3DgAQA!16s%2Fg%2F11fm5wdyp4?hl=en;0.575;1
1195;stmj herbal pak tedjo;yos sudarso 9 a samping klinik pusura embong kaliasin genteng;SH2022-1-036220;30 July, 2022, 00:00;ID35110000581910722;10 November, 2022, 00:00;10 November, 2026, 00:00;3254;stmj herbal pak tejo;yos sudarso 9 embong kaliasin genteng 60271;https://stmj-herbal-pak-tejo.business.site/?utm_source=gmb&utm_medium=referral;PPPW+XM Embong Kaliasin, Surabaya City, East Java;4.8;95;https://www.google.com/maps/place/STMJ+Herbal+Pak+Tejo/@-7.2624889,112.737913,15z/data=!4m6!3m5!1s0x2dd7f963ed1dbda5:0xed97a2acabc562b4!8m2!3d-7.2625103!4d112.7466463!16s%2Fg%2F11c0w17jjf?hl=en;0.572727273;1
1377;majestyk kapas krampung;kapas krampung 93 rw 04 rangkah tambaksari 60135;;;;;02/11/2022 00:00;2919;majestyk bakery cake shop surabaya;kapas krampung 93 rw 04 rangkah tambaksari 60135;;QQ27+2M Rangkah, Surabaya City, East Java;4.3;803;https://www.google.com/maps/place/Majestyk+Bakery+%26+Cake+Shop+Surabaya/@-7.2886789,112.5883863,12z/data=!4m10!1m2!2m1!1smajestyk+surabaya!3m6!1s0x2dd7f99fc0000001:0xdf57da98dad4858e!8m2!3d-7.2499399!4d112.7642364!15sChFtYWplc3R5ayBzdXJhYmF5YSIDiAEBWhMiEW1hamVzdHlrIHN1cmFiYXlhkgEGYmFrZXJ54AEA!16s%2Fg%2F1pp2tld2x?hl=en;0.571428571;1
299;chik yen;kedung cowek 62 gading tambaksari 60134;;;;;;3206;bakpao chik yen kedung cowek;kedung cowek 64 gading tambaksari 60134;;QQ59+GW Gading, Surabaya City, East Java;4.2;13;https://www.google.com/maps/place/Bakpao+Chik+Yen+Kedung+Cowek/@-7.2412137,112.7653594,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f932dde2418d:0x2f281fcf67fa26c!8m2!3d-7.241219!4d112.7698441!16s%2Fg%2F11ftmpdplj?hl=en;0.557142857;1
1406;mixue ice cream tea kenjeran;raya kenjeran 424 gading tambaksari nan;;;ID00410001326911122;;;3299;mixue kenjeran;raya kenjeran 424 gading tambaksari city;;QQ2H+P9 Gading, Surabaya City, East Java;4.3;33;https://www.google.com/maps/place/Mixue+Kenjeran/@-7.2788329,112.6957981,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f910bff524a1:0xcc90fb96ffd808f7!8m2!3d-7.2481859!4d112.7783901!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11tdksqz5z?hl=en;0.557142857;1
789;lidya s cake;kertajaya 222 kertajaya gubeng;SH2022-1-076271;18 October, 2022, 00:00;ID35110000975361022;19 December, 2022, 00:00;19 December, 2026, 00:00;3198;lidyaâ s cake spesialis chiffon;kertajaya 222 kertajaya gubeng 60282;;PQC6+74 Kertajaya, Surabaya City, East Java;4.9;11;https://www.google.com/maps/place/Lidya%E2%80%99s+Cake+Spesialis+Chiffon/@-7.2793002,112.7558728,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fa162dbac0fd:0x2c23bd5f5e935299!8m2!3d-7.2793055!4d112.7603575!16s%2Fg%2F1pzqwz8v4?hl=en;0.541666667;1
699;mie qheypoo;candi lontar kulon 44 c 01 lontar sambikerep;SH2021-1-015896;26 November, 2021, 00:00;ID35110000245701121;22 February, 2022, 00:00;22 February, 2026, 00:00;3235;mie qheypoo;manukan peni dalam manukan kulon tandes 60185;https://mie-qheypoo.business.site/;PMM8+FW Manukan Kulon, Surabaya City, East Java;4.4;195;https://www.google.com/maps/place/Mie+Qheypoo/@-7.2663222,112.6585906,15z/data=!4m6!3m5!1s0x2dd7fe7e03161337:0x9d2e555fd884d647!8m2!3d-7.2663436!4d112.6673239!16s%2Fg%2F11df0qbfxl?hl=en;0.541666667;1
595;jae yen;kutai 68 darmo wonokromo 60241;SH2021-1-015100;18 November, 2021, 00:00;ID35110000431101121;8 February, 2022, 00:00;8 February, 2026, 00:00;3238;jae yen noodle pastry;kutai 68 rt 010 rw 06 darmo wonokromo 60241;https://jae-yen-noodle-pastry.business.site/?utm_source=gmb&utm_medium=referral;PP4M+Q3 Darmo, Surabaya City, East Java;5;3;https://www.google.com/maps/place/Jae+Yen+Noodle+%26+Pastry/@-7.293062,112.73264,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fbca08837369:0x61b9117d126f383!8m2!3d-7.293062!4d112.73264!16s%2Fg%2F11h582hnfq?hl=en;0.527777778;1
1234;violetta;kapasari 5 26 kapasari genteng;SH2022-1-013227;10 June, 2022, 00:00;ID35110000348830622;3 August, 2022, 00:00;3 August, 2026, 00:00;3256;violetta drinks and cathering;kapasari 5 26 kapasari genteng 64395;;QQ32+6X Kapasari, Surabaya City, East Java;;;https://www.google.com/maps/place/VIOLETTA+DRINKS+AND+CATHERING/@-7.2460958,112.7462739,16z/data=!4m10!1m2!2m1!1sVIOLETTA+kapasari!3m6!1s0x2dd7f927373a933d:0xf731ba284900e0bb!8m2!3d-7.246997!4d112.752426!15sChFWSU9MRVRUQSBrYXBhc2FyaZIBEWZvb2RfbWFudWZhY3R1cmVy4AEA!16s%2Fg%2F11s58gf2gj?hl=en;0.525;1
1364;wingstop surabaya town square;town square hayam wuruk 6 sawunggaling wonokromo 60242;;;;;7 January, 2022, 00:00;2916;wing stop;town square hayam wuruk 6 sawunggaling wonokromo 60242;;PP3J+R6 Sawunggaling, Surabaya City, East Java;4.5;273;https://www.google.com/maps/place/Wing+Stop/@-7.2953307,112.7130376,14z/data=!4m10!1m2!2m1!1swingstop+di+surabaya!3m6!1s0x2dd7fb910e8a86d9:0xa7b15d3982e063ca!8m2!3d-7.2953843!4d112.7305472!15sChR3aW5nc3RvcCBkaSBzdXJhYmF5YSIDiAEBWhYiFHdpbmdzdG9wIGRpIHN1cmFiYXlhkgEYY2hpY2tlbl93aW5nc19yZXN0YXVyYW504AEA!16s%2Fg%2F11g6hvc_r5?hl=en;0.5;1
546;hienak;medokan asri tengah 109 60295;35-3-0321-1097A;12 March, 2021, 00:00;ID35310000092710321;4 May, 2021, 00:00;4 May, 2025, 00:00;3241;tempe hienak;medokan asri tengah 169 medokan ayu rungkut 60295;;MQGW+67 Medokan Ayu, Surabaya City, East Java;4.8;9;https://www.google.com/maps/place/Tempe+Hienak/@-7.3244782,112.7869466,15z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fabd7fe8b4f7:0x2aa0ecbe95053cac!8m2!3d-7.3244996!4d112.7956799!16s%2Fg%2F11h6g4pv95?hl=en;0.5;1
922;koffiku;greenwood perumahan citraland e 9 6 rt 001 rw 007 made sambikerep 60219;SH2022-1-039210;26 August, 2022, 00:00;ID35110000464980822;6 October, 2022, 00:00;6 October, 2026, 00:00;3225;koffiku surabaya;greenwood e 9 6 taman hijau made 2 citraland made sambikerep city 60219;https://linktr.ee/koffiku;PJCR+QJ Made, Surabaya City, East Java;5;4;https://www.google.com/maps/place/KOFFIKU+SURABAYA/@-7.2781096,112.6415338,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd9a05bc3a9d:0x19f8302e833bb37!8m2!3d-7.2781096!4d112.6415338!16s%2Fg%2F11hd07ljpp?hl=en;0.485294118;1
1186;spika spiku dan jl cookies;kapasan 151 kapasan simokerto 60141;35-1-0221-1020;4 February, 2021, 00:00;ID35110000110080221;4 May, 2021, 00:00;4 May, 2025, 00:00;3251;spika butter spiku;kapasan simokerto city 60141;https://www.instagram.com/spikaspiku/;QP6W+7X Kapasan, Surabaya City, East Java;4.5;42;https://www.google.com/maps/place/Spika+Butter+Spiku/@-7.2392873,112.738645,15z/data=!4m6!3m5!1s0x2dd7f911ba4bfea1:0x74c0ee7064e39850!8m2!3d-7.2393087!4d112.7473783!16s%2Fg%2F1hd_47krb?hl=en;0.466666667;1
653;katering kksp rsud dr soetomo;mayjend prof dr moestopo 6 8 airlangga gubeng 60286;SH2021-1-007311;30 September, 2021, 00:00;ID00320000284020921;30 May, 2022, 00:00;30 May, 2026, 00:00;3236;katering kksp;pqj5 pf7 mayjen prof dr moestopo airlangga gubeng 60286;;;;;https://www.google.com/maps/place/Katering+KKSP/@-7.2682056,112.7586586,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb1f694c3829:0x365dcfdaa04c8dda!8m2!3d-7.2682056!4d112.7586586!16s%2Fg%2F11t0pr540v?hl=en;0.45;1
773;ladang lima;rungkut industri 3 30 a kutisari tenggilis mejoyo 60291;SH2022-1-058917;24 September, 2022, 00:00;ID35210001317600922;19 December, 2022, 00:00;19 December, 2026, 00:00;3230;pt ladang sehat indonesia;rungkut industri 3 30a kutisari tenggilis mejoyo 60291;http://www.ladanglima.com/;MQ73+P5 Kutisari, Surabaya City, East Java;5;2;https://www.google.com/maps/place/PT+Ladang+Sehat+Indonesia/@-7.2784431,112.7293364,13z/data=!4m10!1m2!2m1!1sLadang+Lima!3m6!1s0x2dd7fb764611bafd:0x4e5ea39e034d9102!8m2!3d-7.335636!4d112.75291!15sCgtMYWRhbmcgTGltYZIBEWZvb2RfbWFudWZhY3R1cmVy4AEA!16s%2Fg%2F11snn_pjkx?hl=en;0.45;1
1194;starcore;raya satelit utara bt 29 tanjungsari sukomanunggal 60187;SH2022-1-040422;29 August, 2022, 00:00;ID00110000518220822;7 October, 2022, 00:00;7 October, 2026, 00:00;3253;pt caltera biobiru nusantara;raya satelit utara bt 29 tanjungsari sukomanunggal city 60187;http://www.calterabio.com/;PMPV+5F Tanjungsari, Surabaya City, East Java;5;3;https://www.google.com/maps/place/PT.+Caltera+Biobiru+Nusantara/@-7.2645673,112.6848954,15z/data=!4m6!3m5!1s0x2dd7ffc0eb0cb929:0x269c2f769f8a6fdc!8m2!3d-7.2645887!4d112.6936287!16s%2Fg%2F11r_xm18xc?hl=en;0.444444444;1
